paper_id;year;title;abstract;key words;manual_class;gpt_class;trend_stage_numeric;classification_agreement
148;2019;A review of emerging industry 4.0 technologies in remanufacturing;This paper reviews the literature on the emerging digital technologies of Industry 4.0 (I4.0) focussed on the applicability of the Internet of Things (IoT), Virtual Reality (VR) and Augmented Reality (AR) in remanufacturing. Inspired by the frameworks developed to support exploration and realisation of I4.0 technologies for disassembly, the paper discusses the same emerging technologies in the wider context of remanufacturing. Trends and gaps have been identified from a value-creation perspective that encompasses the product to be remanufactured, the remanufacturing equipment and processes adopted and related organisation issues. Findings suggest there is a need to explore the connection of cyber-physical systems to the IoT to support smart remanufacturing, whilst aligning with evolving information and communication infrastructures and circular economy business models. The review highlights twenty-nine research topics that require attention to support this field.;"Industry 4.0; Internet of Things (IoT); Virtual Reality (VR); Augmented Reality (AR); Cyber-physical systems; Smart remanufacturing; Circular economy";Emerging;Emerging;2;1
149;2020;Application of industry 4.0 technologies in SMEs for ethical and sustainable operations: Analysis of challenges;"In the era of Industry 4.0 and circular economy, small and medium enterprises (SMEs) are under huge pressure to make their manufacturing operations ethical and sustainable. Business with ethical and sustainable operations has become the need of the day in the present environment of Industry 4.0 and circular economy. It has been observed that the application of Industry 4.0 technologies may help in achieving the goal of ethical and sustainable operations. Although a lot of research has been done in context to larger enterprises, limited research is available on the application of Industry 4.0 technologies in SMEs for ethical and sustainable operations.
The espousal of Industry 4.0 technologies is a challenging task for SMEs due to various operational and financial constraints. The problem is more acute, specifically in context to developing countries like India. Keeping in mind the role of technologies in ethical business and circular economy, we have identified fifteen challenges, impacting the application of Industry 4.0 technologies in SMEs. A questionnaire was designed for collecting the response from industry and academic experts. On the collected data, the DEMATEL approach has been applied to check the degree of influence and interrelationship among challenges. It has also helped in the categorization of factors as cause and effect. Sensitivity analysis is also performed to validate the results obtained from the DEMATEL approach. Authors have observed that lack of motivation from partners and customers on the application of I4.0 technologies is the leading challenge. Fear of failure of I4.0 technologies is the main effect group challenge. The findings of the study will help SMEs in formulating strategies for implementing Industry 4.0 technologies for ethical and sustainable business processes.";"Industry 4.0; SMEs; challenges; DEMATEL; ethical and sustainable business; circular economy";Buzz;Buzz;3;1
150;2021;Industrial Internet of Things and its Applications in Industry 4.0: State of The Art;Industrial Internet of Things (IIoT) is a convincing stage by interfacing different sensors around us to the Internet, giving incredible chances for the acknowledgment of brilliant living. It is a fast growing technology in the present scenario. IIoT has its effect on almost every advanced field in the society. It has impact not only on work, but also on the living style of individual and organization. Due to high availability of internet, the connecting cost is decreasing and more advanced systems has been developed with Wi-Fi capabilities. The concept of connecting any device with internet is “IIoT”, which is becoming new rule for the future. This manuscript discusses about the applications of Internet of Things in different areas like — automotive industries, embedded devices, environment monitoring, agriculture, construction, smart grid, health care, etc. A regressive review of the existing systems of the automotive industry, emergency response, and chain management on IIoT has been carried out, and it is observed that IIoT found its place almost in every field of technology.;"Industrial Internet of Things (IIoT); Industry 4.0; IoT applications; Smart manufacturing; Connectivity; Real-time systems; Security; Interoperability";Buzz;Mature;3;0
151;2020;Augmented reality in support of intelligent manufacturing - A systematic literature review;Industry increasingly moves towards digitally enabled ‘smart factories’ that utilise the internet of things (IoT) to realise intelligent manufacturing concepts like predictive maintenance or extensive machine to machine communication. A core technology to facilitate human integration in such a system is augmented reality (AR), which provides people with an interface to interact with the digital world of a smart factory. While AR is not ready yet for industrial deployment in some areas, it is already used in others. To provide an overview of research activities concerning AR in certain shop floor operations, a total of 96 relevant papers from 2011 to 2018 are reviewed. This paper presents the state of the art, the current challenges, and future directions of manufacturing related AR research through a systematic literature review and a citation network analysis. The results of this review indicate that the context of research concerning AR gets increasingly broader, especially by addressing challenges when implementing AR solutions.;"Augmented Reality (AR); Intelligent manufacturing; Systematic literature review; Challenges; Technology; Visualisation; Cyber-physical systems; Industry 4.0; Internet of Things (IoT); Smart factory; Industrial digitalisation";Buzz;Mature;3;0
152;2018;Adaptive Transmission Optimization in SDN-Based Industrial Internet of Things With Edge Computing;In recent years, smart factory in the context of Industry 4.0 and industrial Internet of Things (IIoT) has become a hot topic for both academia and industry. In IIoT system, there is an increasing requirement for exchange of data with different delay flows among different smart devices. However, there are few studies on this topic. To overcome the limitations of traditional methods and address the problem, we seriously consider the incorporation of global centralized software defined network (SDN) and edge computing (EC) in IIoT with EC. We propose the adaptive transmission architecture with SDN and EC for IIoT. Then, according to data streams with different latency constrains, the requirements can be divided into two groups: 1) ordinary and 2) emergent stream. In the low-deadline situation, a coarse-grained transmission path algorithm provided by finding all paths that meet the time constrains in hierarchical Internet of Things (IoT). After that, by employing the path difference degree (PDD), an optimum routing path is selected considering the aggregation of time deadline, traffic load balances, and energy consumption. In the high-deadline situation, if the coarse-grained strategy is beyond the situation, a fine-grained scheme is adopted to establish an effective transmission path by an adaptive power method for getting low latency. Finally, the performance of proposed strategy is evaluated by simulation. The results demonstrate that the proposed scheme outperforms the related methods in terms of average time delay, goodput, throughput, PDD, and download time. Thus, the proposed method provides better solution for IIoT data transmission.;"Edge computing; data communication; Internet of Things; routing; software defined networking; computer architecture; adaptive systems";Emerging;Buzz;2;0
153;2020;Industrial Artificial Intelligence in Industry 4.0-Systematic Review, Challenges and Outlook;The advent of the Industry 4.0 initiative has made it so that manufacturing environments are becoming more and more dynamic, connected but also inherently more complex, with additional inter-dependencies, uncertainties and large volumes of data being generated. Recent advances in Industrial Artificial Intelligence have showcased the potential of this technology to assist manufacturers in tackling the challenges associated with this digital transformation of Cyber-Physical Systems, through its data-driven predictive analytics and capacity to assist decision-making in highly complex, non-linear and often multistage environments. However, the industrial adoption of such solutions is still relatively low beyond the experimental pilot stage, as real environments provide unique and difficult challenges for which organizations are still unprepared. The aim of this paper is thus two-fold. First, a systematic review of current Industrial Artificial Intelligence literature is presented, focusing on its application in real manufacturing environments to identify the main enabling technologies and core design principles. Then, a set of key challenges and opportunities to be addressed by future research efforts are formulated along with a conceptual framework to bridge the gap between research in this field and the manufacturing industry, with the goal of promoting industrial adoption through a successful transition towards a digitized and data-driven company-wide culture. This paper is among the first to provide a clear definition and holistic view of Industrial Artificial Intelligence in the Industry 4.0 landscape, identifying and analysing its fundamental building blocks and ongoing trends. Its findings are expected to assist and empower researchers and manufacturers alike to better understand the requirements and steps necessary for a successful transition into Industry 4.0 supported by AI, as well as the challenges that may arise during this process.;"Artificial intelligence; industries; robots; systematics; manufacturing; decision making; service robots";Buzz;Emerging;3;0
154;2018;Assessing challenges for implementing Industry 4.0: Implications for process safety and environmental protection;Researchers and practitioners are giving significant attention to Industry 4.0 due to its numerous benefits to manufacturing organizations. Several aspects of Industry 4.0 have been studied in the literature. However, studies on the challenges for implementing Industry 4.0 in manufacturing operations have received less attention. To address this gap, this study identifies a set of challenges (framework) for implementing Industry 4.0 in manufacturing industries. This framework is evaluated in the leather industry of Bangladesh aided by a novel multi-criteria decision-making method named Best-Worst method (BWM). The findings of the study showed that ‘lack of technological infrastructure’ is the most pressing challenge that may hurdle the implementation of Industry 4.0 whereas ‘environmental side-effects’ is the less among the challenges that may hinder implementation of Industry 4.0 in the Bangladeshi leather industry. This result may help decision makers, industrial managers and practitioners in the Bangladeshi leather industry to realize the actual challenges confronting them when attempting to implement Industry 4.0 and focus their attention on how to address these challenges to pave ways for a successful implementation of Industry 4.0.;"Industry 4.0; Implementation challenges; Process safety; Environmental protection; Technological infrastructure; Data security";Mature;Buzz;4;0
155;2019;Linking big data analytics and operational sustainability practices for sustainable business management;Big data analytics is becoming very popular concept in academia as well as in industry. It has come up with new decision tools to design data-driven supply chains. The manufacturing industry is under huge pressure to integrate sustainable practices into their overall business for sustainbale operations management. The purpose of this study is to analyse the predictors of sustainable business performance through big data analytics in the context of developing countries. Data was collected from manufacturing firms those have adopted sustainable practices. A hybrid Structural Equation Modelling - Artificial Neural Network model is used to analyse 316 responses of Indian professional experts. Factor analysis results shows that management and leadership style, state and central-government policy, supplier integration, internal business process, and customer integration have a significant influence on big data analytics and sustainability practices. Furthermore, the results obtained from structural equation modelling were feed as input to the artificial neural network model. The study findings shows that management and leadership style, state and central-government policy as the two most important predictors of big data analytics and sustainability practices. The results provide unique insights into manufacturing firms to improve their sustainable business performance from an operations management viewpoint. The study provides theoretical and practical insights into big data implementation issues in accomplishing sustainability practices in business organisations of emerging economies.;"Big data analytics; Operational sustainability; Sustainable business management; Sustainable operations management; Predictors of sustainable performance; Emerging economies";Mature;Mature;4;1
156;2021;Key resources for industry 4.0 adoption and its effect on sustainable production and circular economy: An empirical study;"Developing countries like South Africa is aiming to be a nation that has fully harnessed the potential of Industry 4.0 technological innovation to grow the economy and uplift people of the country. The country has motivated manufactures to focus on smart manufacturing considering the sustainable development aspects to develop circular economy capabilities. However, manufacturers are facing various resource related challenges, which has slowed down the progress of Industry 4.0 adoption. This study aspires to develop a theoretical model linking key resources for Industry 4.0 adoption that are essential to drive technological progress; and its effect on sustainable production and circular economy capabilities. The review of literature led to the identification of thirty-five resources that are essential for the adoption of Industry 4.0. Further, exploratory factor analysis was used to group the variables under relevant factors and thereafter research team developed a theoretical model that was further tested using PLS-SEM technique. Research findings indicate that production systems, human resources, project management, management leadership, green logistics, green design, information technology, big data analytics and collaborative relationships are key resources for Industry 4.0 adoption; second, Industry 4.0 adoption have a positive relationship with sustainable production and finally, sustainable production has a positive relationship with circular economy capabilities. The study concludes with theoretical and practical implications.";"Industry 4.0; Sustainable production; Circular economy; Key resources; Big data analytics; Information technology; Human resources; Green logistics; Collaborative relationships";Mature;Buzz;4;0
157;2018;Defining and assessing industry 4.0 maturity levels - case of the defence sector;Firms do not currently fully appreciate the complex characteristics of Industry 4.0 and as a result are uncertain about what it represents for them. In this study, an assessment model is developed to measure the level of implementation of Industry 4.0 technologies, around three dimensions: ‘Factory of the Future’, ‘People and Culture’, and ‘Strategy’. The ‘Factory of the Future’ is the main dimension and is composed of eight attributes: Additive Manufacturing, Cloud, Manufacturing Execution System, Internet of Things and Cyber Physical Systems, Big Data, Sensors, e-Value Chains, and Autonomous Robots. The study uses a defence manufacturing firm to develop, test and validate the model and report on 12 partners. We concluded that the focal firm has an Industry 4.0 maturity level of 59.35, above the sector average of 55.58. This research contributes by empirically developing a model and providing an analysis of major firms in the Defence supply network.;Industry 4.0maturity assessmentdefence sector;Mature;Mature;4;1
158;2020;Adaptive Federated Learning and Digital Twin for Industrial Internet of Things;Industrial Internet of Things (IoT) enables distributed intelligent services varying with the dynamic and realtime industrial environment to achieve Industry 4.0 benefits. In this article, we consider a new architecture of digital twin (DT) empowered Industrial IoT, where DTs capture the characteristics of industrial devices to assist federated learning. Noticing that DTs may bring estimation deviations from the actual value of device state, a trusted-based aggregation is proposed in federated learning to alleviate the effects of such deviation. We adaptively adjust the aggregation frequency of federated learning based on Lyapunov dynamic deficit queue and deep reinforcement learning (DRL), to improve the learning performance under the resource constraints. To further adapt to the heterogeneity of industrial IoT, a clustering-based asynchronous federated learning framework is proposed. Numerical results show that the proposed framework is superior to the benchmark in terms of learning accuracy, convergence, and energy saving.;"Training; data models; computer architecture; convergence; collaboration; digital twins";Weak;Emerging;1;0
159;2018;Data-Driven Monitoring and Safety Control of Industrial Cyber-Physical System: Basics and Beyond;Industrial cyber-physical systems (ICPSs) are the backbones of Industry 4.0 and as such, have become a core transdisciplinary area of research, both in industry and academia. New challenges brought about by the growing scale and complexity of systems, insufficient information exchange, and the exploitation of knowledge available have started threatening the overall system safety and stability. This work is motivated by these challenges and the strategic and practical demands of developing ICPSs for safety critical systems such as the intelligent factory and the smart grid. It investigates the current status of research in ICPS monitoring and control, and reviews the recent advances in monitoring, fault diagnosis, and control approaches based on data-driven realization, which can take full advantage of the abundant data available from past observations and those collected online in realtime. The practical requirements in the typical ICPS applications are summarized as the major issues to be addressed for the monitoring and the safety control tasks. The key challenges and the research directions are proposed as references to the future work.;"Monitoring; sensors; iterative closest point algorithm; observers; smart grids; fault diagnosis; cyber-physical systems";Emerging;Mature;2;0
160;;High-Reliability and Low-Latency Wireless Communication for Internet of Things: Challenges, Fundamentals, and Enabling Technologies;As one of the key enabling technologies of emerging smart societies and industries (i.e., industry 4.0), the Internet of Things (IoT) has evolved significantly in both technologies and applications. It is estimated that more than 25 billion devices will be connected by wireless IoT networks by 2020. In addition to ubiquitous connectivity, many envisioned applications of IoT, such as industrial automation, vehicle-to-everything (V2X) networks, smart grids, and remote surgery, will have stringent transmission latency and reliability requirements, which may not be supported by existing systems. Thus, there is an urgent need for rethinking the entire communication protocol stack for wireless IoT networks. In this tutorial paper, we review the various application scenarios, fundamental performance limits, and potential technical solutions for high-reliability and low-latency (HRLL) wireless IoT networks. We discuss physical, MAC (medium access control), and network layers of wireless IoT networks, which all have significant impacts on latency and reliability. For the physical layer, we discuss the fundamental information-theoretic limits for HRLL communications, and then we also introduce a frame structure and preamble design for HRLL communications. Then practical channel codes with finite block length are reviewed. For the MAC layer, we first discuss optimized spectrum and power resource management schemes and then recently proposed grant-free schemes are discussed. For the network layer, we discuss the optimized network structure (traffic dispersion and network densification), the optimal traffic allocation schemes and network coding schemes to minimize latency.;"High-reliability and low-latency wireless communication; Internet of Things (IoT); MAC layer; Network layer; Physical layer";Weak;Weak;1;1
161;2018;A cloud-based cyber-physical system for adaptive shop-floor scheduling and condition-based maintenance;"Manufacturing, through the Industry 4.0 concept, is moving to the next phase; that of digitalization. Industry 4.0 enables the transition of traditional manufacturing systems to modern digitalized ones, generating significant economic opportunities by reshaping of industry. This procedure requires high-performance processes and flexible production systems. The adoption of the Internet of Things (IoT) in manufacturing will enable effective and adaptive planning and control of production systems. Towards that end, the proposed work presents a cloud-based cyber-physical system for adaptive shop-floor scheduling and condition-based maintenance. The proposed system demonstrated that it is possible to deploy a cost-effective and reliable real-time data collection, processing, and analysis from the shop floor. It also demonstrates that such collected data can be used in an adaptive decision making system, which includes a multi-criteria decision-making algorithm and a condition-based maintenance strategy aiming to improve factory performances when compared to traditional approaches. The proposed system consists of different modules (monitoring, adaptive scheduling, condition-based maintenance) interconnected through the cloud-based platform, enabled by communication protocols under the Industry 4.0 and IoT paradigms. The proposed system is applied and validated in a real-case study from a high-precision mold-making industry.";"Cloud-based cyber-physical system; Adaptive shop-floor scheduling; Condition-based maintenance; Industry 4.0; Internet of Things (IoT)";Mature;Mature;4;1
162;2020;Knowledge Management in the Fourth Industrial Revolution: Mapping the Literature and Scoping Future Avenues;Due to increased competitive pressure, modern organizations tend to rely on knowledge and its exploitation to sustain a long-term advantage. This calls for a precise understanding of knowledge management (KM) processes and, specifically, how knowledge is created, shared/transferred, acquired, stored/retrieved, and applied throughout an organizational system. However, since the beginning of the new millennium, such KM processes have been deeply affected and molded by the advent of the fourth industrial revolution, also called Industry 4.0, which involves the interconnectedness of machines and their ability to learn and share data autonomously. For this reason, the present article investigates the intellectual structure and trends of KM in Industry 4.0. Bibliometric analysis and a systematic literature review are conducted on a total of 90 relevant articles. The results reveal six clusters of keywords, subsequently explored via a systematic literature review to identify potential stream of this emergent field and future research avenues capable of producing meaningful advances in managerial knowledge of Industry 4.0 and its consequences.;"Industries; bibliometrics; bibliographies; knowledge management; systematics; Internet of Things";Weak;Buzz;1;0
163;2021;Circular economy in the building and construction sector: A scientific evolution analysis;"The building industry is responsible for considerable environmental impacts due to its consumption of resources and energy, and the production of wastes. Circular Economy (CE), a new paradigm can significantly improve the sustainability of this sector. This paper performs a quantitative scientific evolution analysis of the application of CE in the building sector to detect new trends and highlight the evolvement of this research topic. Around 7000 documents published 2005 to 2020 at Web of Science and Scopus were collected and analyzed. The bibliometric indicators, network citation, and multivariate statistical analysis were obtained using Bibliometrix R-package and VOSviewer. The co-occurrence analysis showed five keyword-clusters, in which the three main ones are: (i) energy and energy efficiency in buildings; (ii) recycling, waste management and alternative construction materials; (iii) sustainable development. The analysis showed that researchers pay close attention to “sustainability”, “energy efficiency”, “life cycle assessment”, “renewable energy”, and “recycling” in the past five years. This paper highlights that (i) the development and use of alternative construction materials; (ii) the development of circular business models; (iii) smart cities, Industry 4.0 and their relations with CE, are the current research hotspots that may be considered as potential future research topics.";"Circular economy; building; construction sector; science mapping; bibliometric analysis; sustainable development";Buzz;Buzz;3;1
164;2021;Industry 4.0, cleaner production and circular economy: An integrative framework for evaluating ethical and sustainable business performance of manufacturing organizations;Organizations are increasingly facing pressure for changing manufacturing models from traditional to sustainable which accordingly reinforces the need for assessing their performance on sustainability issues. The present study developed a framework based on concepts of circular economy, sustainable cleaner production and Industry 4.0 standards to assess sustainability performance of manufacturing companies and to guide them in prioritizing investment in potential solutions for enhancing performance on sustainability. The study involved a mix of quantitative and qualitative research methods. An exhaustive review of related literature was conducted, followed by several rounds of discussions (Delphi Method) with experts, to identify and finalize practices related to Industry 4.0, cleaner production and circular economy. Best-Worst Method (BWM) was then used to prioritize identified practices. Majority of the sustainability frameworks in extant literature were validated using the case study approach. The present research combined case study approach with multi-criteria decision making (MCDM) tools, which enhanced applicability of the proposed framework. Findings suggest that circular economy practices are most important for increasing sustainability performance in manufacturing, followed by practices of cleaner production and Industry 4.0. ‘Supply Chain Traceability/Information’, ‘Reuse and recycling infrastructure’, and ‘Natural and clean environment’, were the top three practices identified for manufacturing organizations aiming to enhance sustainability. The findings provide empirical support for adopting practices of the circular economy, cleaner production and Industry 4.0 by manufacturing organizations to improve sustainability performance. The developed framework can be readily used by managers to evaluate their own as well as the upstream and/or downstream partners’ sustainability performance. It also provides policy guidance for promoting sustainability approaches in manufacturing.;"Industry 4.0; Cleaner production; Circular economy; Sustainable business performance; Ethical performance";Mature;Mature;4;1
165;2017;Industrial Process Monitoring in the Big Data/Industry 4.0 Era: From Detection, to Diagnosis, to Prognosis;We provide a critical outlook of the evolution of Industrial Process Monitoring (IPM) since its introduction almost 100 years ago. Several evolution trends that have been structuring IPM developments over this extended period of time are briefly referred, with more focus on data-driven approaches. We also argue that, besides such trends, the research focus has also evolved. The initial period was centred on optimizing IPM detection performance. More recently, root cause analysis and diagnosis gained importance and a variety of approaches were proposed to expand IPM with this new and important monitoring dimension. We believe that, in the future, the emphasis will be to bring yet another dimension to IPM: prognosis. Some perspectives are put forward in this regard, including the strong interplay of the Process and Maintenance departments, hitherto managed as separated silos.;"Industrial process monitoring; fault detection and diagnosis; prognosis; process health; equipment health";Buzz;Mature;3;0
166;2020;Blockchain for the IoT and industrial IoT: A review;The Internet of Things (IoT), especially the industrial IoT (IIoT), has rapidly developed and is receiving a lot of attention in academic areas and industry, but IoT privacy risks and security vulnerabilities are emerging from lack of fundamental security technology. The blockchain technique, due to its decentralization and information disclosure, was proposed as a decentralized and distributed approach to guarantee security requirements and motivate the development of the IoT and IIoT. In this paper, we first introduce the basic structure and main features of blockchain and summarize the security requirements to develop IoT and Industry 4.0. Then, we explore how blockchain can be applied to the IoT for Industry 4.0 using its security tools and technology. We describe the most relevant blockchain-based IoT applications to promote the functions and advantages of the blockchain technique on IoT and IIoT platforms. Finally, some recommendations are proposed to guide future blockchain researchers and developers.;"Blockchain; Internet of Things (IoT); Industrial IoT (IIoT); Smart contracts; Security; Decentralization; Interoperability";Weak;Buzz;1;0
167;2020;A Deep Learning Model for Smart Manufacturing Using Convolutional LSTM Neural Network Autoencoders;Time-series forecasting is applied to many areas of smart factories, including machine health monitoring, predictive maintenance, and production scheduling. In smart factories, machine speed prediction can be used to dynamically adjust production processes based on different system conditions, optimize production throughput, and minimize energy consumption. However, making accurate data-driven machine speed forecasts is challenging. Given the complex nature of industrial manufacturing process data, predictive models that are robust to noise and can capture the temporal and spatial distributions of input time-series signals are prerequisites for accurate forecasting. Motivated by recent deep learning studies in smart manufacturing, in this article, we propose an end-to-end model for multistep machine speed prediction. The model comprises a deep convolutional LSTM encoder-decoder architecture. Extensive empirical analyses using real-world data obtained from a metal packaging plant in the United Kingdom demonstrate the value of the proposed method when compared with the state-of-the-art predictive models.;"Forecasting; convolution; smart manufacturing; predictive models; logic gates; manufacturing processes";Weak;Emerging;1;0
168;2021;Industry 4.0 and sustainable development: A systematic mapping of triple bottom line, Circular Economy and Sustainable Business Models perspectives;Industry 4.0 has been identified as a major contributor to the era of digitalisation. Its implications for sustainable development have gained widespread attention from the perspectives of the triple bottom line, sustainable business models and circular economy. The purpose of this paper is to map the broad field of sustainable development and investigate the key research areas which comprises the aforementioned perspectives under Industry 4.0 framework. A systematic mapping review was conducted by searching five databases for relevant literature published between January 1, 2012 and April 17, 2020. The search yielded 4291 papers of which 81 were identified as primary papers relevant to the research herein. The primary findings are that the majority of sustainability research focuses on conceptual analysis, and the Internet of Things is dominantly cited with an emphasis on achieving the triple bottom line benefits. Sustainable development in the Industry 4.0 context contributes to circular economic objectives by achieving social, economic, and environmental benefits. Triple bottom line studies mainly focus on Industry 4.0 adoption and implementation, sustainable supply chains, smart and sustainable cities, and smart factories. Circular economy and sustainable business models as emerging research themes that focus on Industry 4.0 adoption and implementation, as well as sustainable supply chains. Our analysis consolidates emerging research patterns areas in both the Industry 4.0 and sustainability literature. Furthermore, it identifies salient research gaps and suggests future research.;"Industry 4.0; sustainable development; triple bottom line; circular economy; sustainable business models";Buzz;Mature;3;0
169;2020;Convergence of Blockchain and Edge Computing for Secure and Scalable IIoT Critical Infrastructures in Industry 4.0;Critical infrastructure systems are vital to underpin the functioning of a society and economy. Due to the ever-increasing number of Internet-connected Internet-of-Things (IoT)/Industrial IoT (IIoT), and the high volume of data generated and collected, security and scalability are becoming burning concerns for critical infrastructures in industry 4.0. The blockchain technology is essentially a distributed and secure ledger that records all the transactions into a hierarchically expanding chain of blocks. Edge computing brings the cloud capabilities closer to the computation tasks. The convergence of blockchain and edge computing paradigms can overcome the existing security and scalability issues. In this article, we first introduce the IoT/IIoT critical infrastructure in industry 4.0, and then we briefly present the blockchain and edge computing paradigms. After that, we show how the convergence of these two paradigms can enable secure and scalable critical infrastructures. Then, we provide a survey on the state of the art for security and privacy and scalability of IoT/IIoT critical infrastructures. A list of potential research challenges and open issues in this area is also provided, which can be used as useful resources to guide future research.;"Critical infrastructure; industries; edge computing; Internet of Things; scalability";Emerging;Emerging;2;1
170;2018;Occupational health and safety in the industry 4.0 era: A cause for major concern?;"Real-time communication, Big Data, human–machine cooperation, remote sensing, monitoring and process control, autonomous equipment and interconnectivity are becoming major assets in modern industry. As the fourth industrial revolution or Industry 4.0 becomes the predominant reality, it will bring new paradigm shifts, which will have an impact on the management of occupational health and safety (OHS).
In the midst of this new and accelerating industrial trend, are we giving due consideration to changes in OHS imperatives? Are the OHS consequences of Industry 4.0 being evaluated properly? Do we stand to lose any of the gains made through proactive approaches? Are there rational grounds for major concerns? In this article, we examine these questions in order to raise consciousness with regard to the integration of OHS into Industry 4.0.
It is clear that if the technologies driving Industry 4.0 develop in silos and manufacturers’ initiatives are isolated and fragmented, the dangers will multiply and the net impact on OHS will be negative. As major changes are implemented, previous gains in preventive management of workplace health and safety will be at risk. If we are to avoid putting technological progress and OHS on a collision course, researchers, field experts and industrialists will have to collaborate on a smooth transition towards Industry 4.0.";"Industry 4.0; Occupational health and safety (OHS)";Buzz;Buzz;3;1
171;2020;Machine learning applied in production planning and control: a state-of-the-art in the era of industry 4.0;Because of their cross-functional nature in the company, enhancing Production Planning and Control (PPC) functions can lead to a global improvement of manufacturing systems. With the advent of the Industry 4.0 (I4.0), copious availability of data, high-computing power and large storage capacity have made of Machine Learning (ML) approaches an appealing solution to tackle manufacturing challenges. As such, this paper presents a state-of-the-art of ML-aided PPC (ML-PPC) done through a systematic literature review analyzing 93 recent research application articles. This study has two main objectives: contribute to the definition of a methodology to implement ML-PPC and propose a mapping to classify the scientific literature to identify further research perspectives. To achieve the first objective, ML techniques, tools, activities, and data sources which are required to implement a ML-PPC are reviewed. The second objective is developed through the analysis of the use cases and the addressed characteristics of the I4.0. Results suggest that 75% of the possible research domains in ML-PPC are barely explored or not addressed at all. This lack of research originates from two possible causes: firstly, scientific literature rarely considers customer, environmental, and human-in-the-loop aspects when linking ML to PPC. Secondly, recent applications seldom couple PPC to logistics as well as to design of products and processes. Finally, two key pitfalls are identified in the implementation of ML-PPC models: the complexity of using Internet of Things technologies to collect data and the difficulty of updating the ML model to adapt it to the manufacturing system changes.;"Machine learning; Industry 4.0; smart manufacturing; production planning and control; state-of-the-art; systematic literature review";Emerging;Buzz;2;0
172;2019;Critical factors for the successful implementation of Industry 4.0: a review and future research direction;Industry 4.0 symbolizes the fourth industrial revolution and the current trend of automation and data exchange in manufacturing technologies. The purpose of this article is to examine the research question on how to successfully implement Industry 4.0 in organizations. This study through a systematic literature review protocol proposed by Tranfield, Denyer, and Smart analyzed 84 articles in depth. The descriptive, categorical and thematic analysis of the literature is conducted. This study identifies 10 critical success factors which are necessary for the successful implementation of Industry 4.0 in the organization. Based on the 10 critical success factors 10 research directions in this area is further expounded. This study can be used by the organizations as a guiding factor while implementing Industry 4.0 in their organizations. Focussing on these 10 factors will help organizations to be sustainable during the implementation of Industry 4.0. Though there are some literature reviews on Industry 4.0, this study critically analyses the literature for finding the critical factors for the successful implementation of Industry 4.0.;"Industry 4.0; cyber–physical systems; Internet of Things; critical success factors";Buzz;Mature;3;0
173;2017;Industry 4.0 impacts on lean production systems;"The fourth industrial revolution and its Industry 4.0 or connected industry technologies dominates the current discussion of production research. Digital developments like cyber-physical Systems are the key technologies for future, more agile production systems but a common understanding of the term Industry 4.0 is not established in this time. First generic implementation approaches present manifold technical solutions but miss an integrated consideration with existing Lean Production Systems. The actual impact of Industry 4.0 solutions is mostly not clearly specified and a method to evaluate is missing.
This paper introduces the Industry 4.0 in an environment of connectability in the Internet of Things and Services with the vision of a smart factory. The initial situation of industrial companies is characterized by Lean Production Systems and Lean Principles. For companies, Industry 4.0 offers an estimated benefit by stabilizing Lean processes with Industry 4.0 applications. To support the development process the presented Concept of an Industry 4.0 impact matrix on lean production systems gives a useable framework. The matrix considers elements of lean production systems with Industry 4.0 technologies and gives a first estimation of impact. In the described development process of a cyber-physical Just-in-Time delivery the matrix is used to find a stabilizing application for a Just-in-Time material supply process.";"Cyber-physical production system; connected industry; Industry 4.0; cyber-physical system; lean production; technology management";Weak;Buzz;1;0
174;2019;ManuChain: Combining Permissioned Blockchain With a Holistic Optimization Model as Bi-Level Intelligence for Smart Manufacturing;The growth of individualized product demands drives high flexibility of manufacturing processes, which requires large-scale deployment of Industrial Internet of Things (IIoT). Since centralized control of IIoT suffers from poor flexibility in coping with disturbances and changes, a decentralized organization structure is a better choice, in which a permissioned blockchain-driven IIoT can enable partially decentralized self-organization and thus offload and accelerate the optimization of upper-level manufacturing planning. A novel iterative bi-level hybrid intelligence model named ManuChain is proposed to get rid of unbalance/inconsistency between holistic planning and local execution in individualized manufacturing systems. Lower-level blockchain-driven smart contracts proactively decentralize fine-grained and individualized task execution among machine tools via Raspberry Pi-based smart gateways and make the results available on an upper-level digital twin model for iterative coarse-grained holistic optimization. A prototype ManuChain based on a permissioned blockchain network is presented to realize both lower-level crowd self-organizing intelligence and upper-level holistic optimization intelligence.;"Blockchain; manufacturing; smart contracts; logic gates; cloud computing; optimization; organizations";Emerging;Emerging;2;1
